"search-number","evaluation","evals-requested-so-far","density*","probability-of-spread*","south-wind-speed*","west-wind-speed*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","112","160","81","72","16","10","""760179539""","27.23169409677737","27.23169409677737","27.23169409677737","0","27.23169409677737"
"1","113","160","81","72","16","10","""-1564252773""","26.689315240657464","26.689315240657464","26.689315240657464","0","26.689315240657464"
"1","114","160","81","72","16","10","""-605132167""","25.84227552469623","25.84227552469623","25.84227552469623","0","25.84227552469623"
"1","115","160","81","72","16","10","""-865724607""","27.510178392305722","27.510178392305722","27.510178392305722","0","27.510178392305722"
"1","116","160","81","72","16","10","""112755479""","26.624639132740235","26.624639132740235","26.624639132740235","0","26.624639132740235"
"1","117","160","81","72","16","10","""883501439""","26.418694309486813","26.418694309486813","26.418694309486813","0","26.418694309486813"
"1","118","160","81","72","16","10","""-679173036""","26.669157702216367","26.669157702216367","26.669157702216367","0","26.669157702216367"
"1","119","160","81","72","16","10","""1396483029""","27.23084193116484","27.23084193116484","27.23084193116484","0","27.23084193116484"
"1","120","160","81","72","16","10","""-337394436""","26.60769640847434","26.60769640847434","26.60769640847434","0","26.60769640847434"
"1","121","160","78","94","20","6","""1173559313""","33.67259699548101","33.67259699548101","33.67259699548101","0","33.67259699548101"
"1","122","160","78","94","20","6","""2142848379""","33.24682755379365","33.24682755379365","33.24682755379365","0","33.24682755379365"
"1","123","160","78","94","20","6","""-453117747""","33.55082067489041","33.55082067489041","33.55082067489041","0","33.55082067489041"
"1","124","160","78","94","20","6","""813834827""","33.86026183036171","33.86026183036171","33.86026183036171","0","33.86026183036171"
"1","125","160","78","94","20","6","""-1506501573""","33.312867112830276","33.312867112830276","33.312867112830276","0","33.312867112830276"
"1","126","160","78","94","20","6","""1744770975""","34.29448480507521","34.29448480507521","34.29448480507521","0","34.29448480507521"
"1","127","160","78","94","20","6","""1451167380""","34.09819987331685","34.09819987331685","34.09819987331685","0","34.09819987331685"
"1","128","160","78","94","20","6","""-966911165""","33.28832975350312","33.28832975350312","33.28832975350312","0","33.28832975350312"
"1","129","160","78","94","20","6","""2116342382""","33.8619593134657","33.8619593134657","33.8619593134657","0","33.8619593134657"
"1","130","160","78","94","20","6","""-463717595""","33.767432321575065","33.767432321575065","33.767432321575065","0","33.767432321575065"
"1","131","160","96","84","14","13","""998171855""","38.69633125083078","38.69633125083078","38.69633125083078","0","38.69633125083078"
"1","132","160","96","84","14","13","""1307059758""","38.646813737695666","38.646813737695666","38.646813737695666","0","38.646813737695666"
"1","133","160","96","84","14","13","""-539365827""","38.64006109100568","38.64006109100568","38.64006109100568","0","38.64006109100568"
"1","134","160","96","84","14","13","""-303352813""","38.74865156418554","38.74865156418554","38.74865156418554","0","38.74865156418554"
"1","135","160","96","84","14","13","""1314976528""","38.56345885634588","38.56345885634588","38.56345885634588","0","38.56345885634588"
"1","136","160","96","84","14","13","""456275674""","38.58563059100792","38.58563059100792","38.58563059100792","0","38.58563059100792"
"1","137","160","96","84","14","13","""71049097""","38.612368024132735","38.612368024132735","38.612368024132735","0","38.612368024132735"
"1","138","160","96","84","14","13","""1863664616""","38.69280828740288","38.69280828740288","38.69280828740288","0","38.69280828740288"
"1","139","160","96","84","14","13","""-303869667""","38.71048169941159","38.71048169941159","38.71048169941159","0","38.71048169941159"
"1","140","160","96","84","14","13","""-516084323""","38.62999153906133","38.62999153906133","38.62999153906133","0","38.62999153906133"
"1","141","160","73","40","19","13","""-807345805""","1.2422360248447204","1.2422360248447204","1.2422360248447204","0","1.2422360248447204"
"1","142","160","73","40","19","13","""827190766""","1.307089372509524","1.307089372509524","1.307089372509524","0","1.307089372509524"
"1","143","160","73","40","19","13","""971011735""","1.154056717398445","1.154056717398445","1.154056717398445","0","1.154056717398445"
"1","144","160","73","40","19","13","""845349699""","1.2593415691657406","1.2593415691657406","1.2593415691657406","0","1.2593415691657406"
"1","145","160","73","40","19","13","""354391113""","1.1590343563102983","1.1590343563102983","1.1590343563102983","0","1.1590343563102983"
"1","146","160","73","40","19","13","""-541438034""","1.32053608517895","1.32053608517895","1.32053608517895","0","1.32053608517895"
"1","147","160","73","40","19","13","""156566682""","1.2470295842508012","1.2470295842508012","1.2470295842508012","0","1.2470295842508012"
"1","148","160","73","40","19","13","""-835886583""","1.123546288793009","1.123546288793009","1.123546288793009","0","1.123546288793009"
"1","149","160","73","40","19","13","""-1691502034""","1.2379161016578453","1.2379161016578453","1.2379161016578453","0","1.2379161016578453"
"1","150","160","73","40","19","13","""1091612547""","1.171720717953219","1.171720717953219","1.171720717953219","0","1.171720717953219"
"1","151","160","91","85","10","5","""-1942084619""","35.46834246503405","35.46834246503405","35.46834246503405","0","35.46834246503405"
"1","152","160","91","85","10","5","""1764770732""","35.94100729517396","35.94100729517396","35.94100729517396","0","35.94100729517396"
"1","153","160","91","85","10","5","""-1550400397""","35.57500786245938","35.57500786245938","35.57500786245938","0","35.57500786245938"
"1","154","160","91","85","10","5","""-2066124638""","35.50878176055475","35.50878176055475","35.50878176055475","0","35.50878176055475"
"1","155","160","91","85","10","5","""1661012224""","35.728060025945794","35.728060025945794","35.728060025945794","0","35.728060025945794"
"1","156","160","91","85","10","5","""582191378""","35.55976630348966","35.55976630348966","35.55976630348966","0","35.55976630348966"
"1","157","160","91","85","10","5","""-633982629""","35.82494529540482","35.82494529540482","35.82494529540482","0","35.82494529540482"
"1","158","160","91","85","10","5","""-1645161682""","35.641012152138465","35.641012152138465","35.641012152138465","0","35.641012152138465"
"1","159","160","91","85","10","5","""-497669868""","35.64481362704379","35.64481362704379","35.64481362704379","0","35.64481362704379"
"1","160","160","91","85","10","5","""1688489996""","35.45116002587548","35.45116002587548","35.45116002587548","0","35.45116002587548"
"1","161","170","71","81","5","15","""-537994702""","24.053336931102717","24.053336931102717","24.053336931102717","0","24.053336931102717"
"1","162","170","71","81","5","15","""1885021329""","23.945126223246774","23.945126223246774","23.945126223246774","0","23.945126223246774"
"1","163","170","71","81","5","15","""-1219748585""","19.32022674104733","19.32022674104733","19.32022674104733","0","19.32022674104733"
"1","164","170","71","81","5","15","""1143567925""","23.39705519822505","23.39705519822505","23.39705519822505","0","23.39705519822505"
"1","165","170","71","81","5","15","""693540433""","23.59120229349579","23.59120229349579","23.59120229349579","0","23.59120229349579"
"1","166","170","71","81","5","15","""-1931961475""","24.54801124949779","24.54801124949779","24.54801124949779","0","24.54801124949779"
"1","167","170","71","81","5","15","""-156821460""","22.654605705073664","22.654605705073664","22.654605705073664","0","22.654605705073664"
"1","168","170","71","81","5","15","""-1444553271""","24.245075604612552","24.245075604612552","24.245075604612552","0","24.245075604612552"
"1","169","170","71","81","5","15","""-1057695402""","23.436660096756853","23.436660096756853","23.436660096756853","0","23.436660096756853"
"1","170","170","71","81","5","15","""227364555""","22.82391504456568","22.82391504456568","22.82391504456568","0","22.82391504456568"
"1","171","180","65","42","18","24","""-763547365""","1.5791782424331042","1.5791782424331042","1.5791782424331042","0","1.5791782424331042"
"1","172","180","65","42","18","24","""-1887691756""","1.3764743542389994","1.3764743542389994","1.3764743542389994","0","1.3764743542389994"
"1","173","180","65","42","18","24","""-828381866""","1.467989002356638","1.467989002356638","1.467989002356638","0","1.467989002356638"
"1","174","180","65","42","18","24","""-1469164854""","1.4675767918088738","1.4675767918088738","1.4675767918088738","0","1.4675767918088738"
"1","175","180","65","42","18","24","""1389690671""","1.6680485782568404","1.6680485782568404","1.6680485782568404","0","1.6680485782568404"
"1","176","180","65","42","18","24","""1802305419""","1.4285714285714286","1.4285714285714286","1.4285714285714286","0","1.4285714285714286"
"1","177","180","65","42","18","24","""-540128455""","1.4120698937888503","1.4120698937888503","1.4120698937888503","0","1.4120698937888503"
"1","178","180","65","42","18","24","""-1879349992""","1.6053807256124504","1.6053807256124504","1.6053807256124504","0","1.6053807256124504"
"1","179","180","65","42","18","24","""209426174""","1.4599609375","1.4599609375","1.4599609375","0","1.4599609375"
"1","180","180","65","42","18","24","""-1371837658""","1.4826490653399995","1.4826490653399995","1.4826490653399995","0","1.4826490653399995"
"1","181","190","72","80","11","13","""902782687""","25.008329446258415","25.008329446258415","25.008329446258415","0","25.008329446258415"
"1","182","190","72","80","11","13","""-1673942000""","24.623382369206944","24.623382369206944","24.623382369206944","0","24.623382369206944"
"1","183","190","72","80","11","13","""602007494""","25.88848174473533","25.88848174473533","25.88848174473533","0","25.88848174473533"
"1","184","190","72","80","11","13","""1716161045""","21.88660888024058","21.88660888024058","21.88660888024058","0","21.88660888024058"
"1","185","190","72","80","11","13","""-406917278""","24.62795319054979","24.62795319054979","24.62795319054979","0","24.62795319054979"
"1","186","190","72","80","11","13","""2023258135""","24.701821159080346","24.701821159080346","24.701821159080346","0","24.701821159080346"
"1","187","190","72","80","11","13","""-1185713266""","24.30897722000044","24.30897722000044","24.30897722000044","0","24.30897722000044"
"1","188","190","72","80","11","13","""572552732""","22.39129473172026","22.39129473172026","22.39129473172026","0","22.39129473172026"
"1","189","190","72","80","11","13","""-42771225""","22.988378772480225","22.988378772480225","22.988378772480225","0","22.988378772480225"
"1","190","190","72","80","11","13","""279245915""","24.035516093229745","24.035516093229745","24.035516093229745","0","24.035516093229745"
"1","191","200","83","40","23","19","""248026823""","2.1071989578943335","2.1071989578943335","2.1071989578943335","0","2.1071989578943335"
"1","192","200","83","40","23","19","""151620316""","2.2720725219428815","2.2720725219428815","2.2720725219428815","0","2.2720725219428815"
"1","193","200","83","40","23","19","""108956686""","1.7118429628493654","1.7118429628493654","1.7118429628493654","0","1.7118429628493654"
"1","194","200","83","40","23","19","""113085574""","2.0278688210377016","2.0278688210377016","2.0278688210377016","0","2.0278688210377016"
"1","195","200","83","40","23","19","""-878535084""","1.9814551190796816","1.9814551190796816","1.9814551190796816","0","1.9814551190796816"
"1","196","200","83","40","23","19","""1892803360""","2.4804803652617644","2.4804803652617644","2.4804803652617644","0","2.4804803652617644"
"1","197","200","83","40","23","19","""1206459376""","2.5363641604058182","2.5363641604058182","2.5363641604058182","0","2.5363641604058182"
"1","198","200","83","40","23","19","""-798624575""","2.0253115863979074","2.0253115863979074","2.0253115863979074","0","2.0253115863979074"
"1","199","200","83","40","23","19","""-378937773""","1.8211888690167117","1.8211888690167117","1.8211888690167117","0","1.8211888690167117"
"1","200","200","83","40","23","19","""1179911527""","2.271632531165103","2.271632531165103","2.271632531165103","0","2.271632531165103"
"1","201","210","55","88","22","17","""-737336300""","4.407153640692138","4.407153640692138","4.407153640692138","0","4.407153640692138"
"1","202","210","55","88","22","17","""-483690586""","2.8180471223962114","2.8180471223962114","2.8180471223962114","0","2.8180471223962114"
"1","203","210","55","88","22","17","""-548590753""","4.1850537913530035","4.1850537913530035","4.1850537913530035","0","4.1850537913530035"
"1","204","210","55","88","22","17","""2124951942""","3.332752208275221","3.332752208275221","3.332752208275221","0","3.332752208275221"
"1","205","210","55","88","22","17","""-1391942547""","3.3088555423330335","3.3088555423330335","3.3088555423330335","0","3.3088555423330335"
"1","206","210","55","88","22","17","""-414193180""","3.8369026574318252","3.8369026574318252","3.8369026574318252","0","3.8369026574318252"
"1","207","210","55","88","22","17","""1509302597""","4.321911891736251","4.321911891736251","4.321911891736251","0","4.321911891736251"
"1","208","210","55","88","22","17","""-122350055""","5.084500101458097","5.084500101458097","5.084500101458097","0","5.084500101458097"
"1","209","210","55","88","22","17","""-1240917156""","4.389340586209889","4.389340586209889","4.389340586209889","0","4.389340586209889"
"1","210","210","55","88","22","17","""1559461689""","4.113656875018195","4.113656875018195","4.113656875018195","0","4.113656875018195"
